Shawmut_station,117,42.29371,-71.06591
Silver_Line_Way_station,118,42.3472,-71.0386
South_Station_(subway),119,42.35261,-71.05536
South_Station_Bus_Terminal,120,42.35,-71.0558
South_Street_station,121,42.339530555555555,-71.15748888888889
Saint_Mary%27s_Street_station,122,42.34594444444445,-71.10738333333333
Saint_Paul_Street_station,123,42.343366,-71.116759
State_station,124,42.3587,-71.0578
Stony_Brook_station,125,42.3172,-71.1043
Suffolk_Downs_station,126,42.3904,-70.997
Sullivan_Square_station,127,42.384031,-71.07697
Summit_Avenue_station_(MBTA_Green_Line_C_branch),128,42.340946,-71.125182
Sutherland_Road_station,129,42.34148,-71.14616
Symphony_station,130,42.34277777777778,-71.085
Tappan_Street_station,131,42.338469,-71.138705
Tufts_Medical_Center_station,132,42.3486,-71.0645
Union_Park_Street_station,133,42.3414,-71.0692
Union_Square_station_(Somerville),134,42.37714444444445,-71.09429166666666
Valley_Road_station,135,42.268352,-71.081499
Waban_station,136,42.325833333333335,-71.23055555555555
Warren_Street_station,137,42.34837,-71.14022
Washington_Square_station,138,42.33925555555556,-71.13538611111112
Washington_Street_station,139,42.34389,-71.14259
Wellington_station,140,42.401907,-71.077096
Wollaston_station,141,42.265638,-71.01953
Wonderland_station,142,42.4135,-70.9918
Wood_Island_station,143,42.3797,-71.023
Woodland_station,144,42.33305555555556,-71.24361111111111
Worcester_Square_station,145,42.33738888888889,-71.07583333333334
World_Trade_Center_station,146,42.34828888888889,-71.04256388888889
23_Drydock_Avenue,147,42.3446857,-71.0303959
27_Drydock_Avenue,148,42.344232,-71.027213
Chinatown_Gate,149,42.3505856,-71.0597284
Design_Center,150,42.3446,-71.034476
Drydock_Avenue_and_Black_Falcon_Avenue,151,42.344232,-71.027213
Northern_Avenue_and_Harbor_Street,152,42.346634,-71.035301
